xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,faultNumber,is_anomaly
0.2409,3642.4,4498.7,9.3015,27.19,42.208,2699.5,74.722,120.4,0.32734,80.251,48.465,2628.5,26.867,50.109,3097.8,23.309,65.895,231.95,340.47,94.658,76.995,32.282,9.0065,26.288,7.0159,18.723,1.6557,33.189,14.031,24.16,1.4288,18.296,2.2539,4.8823,2.3926,0.02971,0.84514,0.10478,53.786,43.247,63.175,54.101,23.558,60.88,21.986,39.164,33.584,46.786,48.409,41.41,17.275,0.0,0
0.23402,3715.2,4512.7,9.2046,27.055,42.01,2717.3,76.039,120.39,0.32348,79.869,49.549,2645.0,26.623,51.634,3113.3,23.908,64.744,204.72,341.05,94.702,76.964,32.043,8.8487,26.928,7.0438,18.816,1.6393,32.694,13.77,25.131,1.3187,18.559,2.2524,4.7873,2.2442,0.014833,0.85214,0.081179,53.59,44.172,62.901,54.26,23.235,61.629,22.417,38.501,36.773,50.316,41.26,41.413,15.885,0.0,0
0.26949,3682.4,4536.9,9.3343,26.667,42.374,2721.3,75.163,120.39,0.34224,79.928,51.472,2650.8,24.585,49.03,3117.1,22.335,65.413,225.53,343.21,94.576,77.275,32.009,8.9456,26.731,6.7867,18.925,1.6365,33.062,13.846,24.311,1.286,18.706,2.2277,4.6736,2.2634,0.0047858,0.83601,0.091972,53.097,44.34,63.066,54.46,26.157,61.327,22.926,40.268,42.431,44.289,46.153,40.693,19.601,0.0,0
0.0,3620.7,4266.7,9.5327,26.962,42.289,3000.0,73.94,120.41,0.20582,73.1,50.148,2920.2,27.083,49.693,3446.2,23.43,67.43,461.17,307.57,95.865,73.136,24.498,8.8082,35.623,6.8257,19.578,1.508,21.281,13.679,38.141,1.2495,18.948,1.9495,3.4877,1.5485,0.020393,1.0572,0.097647,53.929,42.399,70.19,40.701,100.0,100.0,100.03,6.3154,38.535,45.823,100.22,100.02,-0.001316,6.0,1
0.27326,3657.1,4480.3,9.3977,26.834,42.098,2703.1,74.413,120.4,0.32752,80.292,51.36,2631.5,24.874,52.777,3099.3,22.887,65.724,227.14,341.48,94.695,77.389,31.825,8.9333,26.476,7.044,18.783,1.5992,33.135,13.967,23.678,1.1844,18.542,2.2426,4.8442,2.312,0.01771,0.83933,0.10541,54.635,43.137,62.778,54.34,26.404,61.621,22.163,39.46,42.103,52.962,46.872,41.363,18.251,0.0,0
0.0035026,3765.3,4776.9,11.193,26.911,43.487,3000.1,70.402,120.4,0.3257,73.501,49.305,2943.9,25.374,49.802,3334.5,23.473,68.114,421.68,386.33,92.524,76.805,37.411,7.9049,29.037,6.4145,13.766,1.5274,40.935,12.653,27.124,0.81892,11.178,2.0565,3.7499,1.8276,-0.0078767,0.47971,0.071729,52.638,45.073,86.78,100.0,0.0,100.01,67.506,0.0,36.054,46.075,-0.13098,42.332,9.9299,18.0,1
0.23209,3636.6,4487.7,9.4227,26.798,42.119,2703.0,73.897,120.41,0.32792,80.269,49.098,2631.3,24.449,49.321,3100.2,22.887,66.085,239.07,340.8,94.585,77.451,31.923,8.9322,26.322,6.6888,19.177,1.6563,33.091,13.695,23.466,1.2518,18.381,2.2723,4.8941,2.2772,0.017872,0.83517,0.10297,53.504,43.008,62.51,53.463,23.123,59.296,21.847,38.823,35.446,44.962,49.776,41.349,18.262,0.0,0
0.25238,3644.9,4497.4,9.359,26.862,42.237,2711.3,75.02,120.41,0.35454,80.092,49.058,2641.1,23.277,49.767,3105.3,22.865,66.045,240.8,343.04,94.737,77.728,32.371,8.6883,25.978,6.8744,18.313,1.6831,33.594,13.74,24.069,1.3593,18.429,2.2795,4.8521,2.3417,0.027772,0.80792,0.10576,52.88,43.483,62.391,54.482,24.898,61.539,22.724,42.299,35.327,45.996,49.724,41.424,18.269,0.0,0
0.2338,3691.0,4600.7,9.4084,26.82,42.342,2715.1,75.565,120.42,0.31321,79.468,51.065,2644.0,25.481,48.863,3109.9,23.137,65.329,222.71,343.35,94.632,76.746,32.672,9.0468,26.527,6.8548,18.237,1.641,32.693,13.611,24.248,0.99521,18.221,2.2832,4.7806,2.2584,0.0093623,0.82453,0.1136,53.501,44.339,62.992,54.677,22.738,61.19,23.14,36.775,41.235,43.902,45.53,41.423,17.724,0.0,0
0.25203,3687.4,4503.8,9.3668,27.012,42.668,2713.3,74.887,120.4,0.35497,80.153,49.809,2643.3,24.989,51.383,3106.8,22.399,66.518,249.27,344.71,94.401,77.63,32.302,8.9588,25.902,6.6982,18.699,1.7048,33.699,13.995,24.073,1.296,17.859,2.2432,4.8015,2.3782,0.010767,0.79948,0.091204,53.656,42.892,62.342,54.7,24.758,60.087,23.113,41.406,37.537,49.734,52.967,40.691,19.354,0.0,0
0.20687,3627.4,4512.3,9.4314,26.78,42.188,2706.2,74.646,120.41,0.34133,80.27,49.394,2634.5,26.798,50.89,3103.6,23.664,65.8,233.15,340.93,94.68,77.36,32.431,8.8218,26.471,6.8601,19.036,1.6426,32.849,13.926,23.605,1.1814,19.251,2.2587,4.7459,2.2497,0.022228,0.84302,0.080696,54.254,43.464,62.736,53.894,20.184,61.029,21.964,40.437,36.318,48.594,48.197,42.08,16.404,0.0,0
0.28724,3707.6,4563.7,9.458,27.13,42.36,2712.4,75.844,120.42,0.34739,80.192,49.975,2640.6,23.913,49.678,3110.3,23.659,65.989,236.05,342.8,94.316,77.275,32.263,8.8026,26.55,6.9025,18.925,1.6946,33.228,13.724,23.996,1.234,18.981,2.281,4.9095,2.2487,0.011382,0.82344,0.086226,52.682,43.576,64.058,54.285,28.345,61.457,22.408,41.189,38.027,45.788,49.079,41.749,16.356,0.0,0
0.26963,3672.6,4496.3,9.2489,26.889,42.216,2701.9,75.462,120.41,0.32235,79.743,48.793,2630.5,24.725,49.698,3100.0,22.688,65.843,233.64,340.82,94.66,76.834,32.058,9.0011,27.04,6.8347,18.727,1.6575,33.23,13.951,23.975,1.2573,18.643,2.251,4.8402,2.3234,0.0097364,0.83723,0.093849,53.342,44.527,63.731,53.618,26.84,61.29,21.812,39.105,34.547,45.834,48.34,40.913,18.832,0.0,0
0.22822,3614.3,4498.3,9.462,27.178,42.319,2703.2,74.348,120.41,0.35921,80.254,48.627,2631.5,24.73,51.437,3099.1,23.483,65.817,231.79,341.43,94.818,77.705,32.632,8.9569,26.042,6.658,18.809,1.6817,33.074,13.778,23.506,1.1471,18.53,2.2405,4.8842,2.3013,0.021276,0.81596,0.10415,54.255,43.945,61.854,54.517,22.422,60.086,22.459,42.414,34.058,49.86,47.666,40.274,16.828,0.0,0
0.26609,3650.0,4535.6,9.423,26.77,41.982,2718.7,74.416,120.42,0.32023,79.474,48.823,2643.4,27.919,49.127,3114.1,23.088,65.483,232.24,342.58,94.564,76.631,32.065,8.8585,26.527,6.8215,18.561,1.7006,32.281,13.614,24.253,1.4493,18.206,2.2482,4.8323,2.1414,0.014988,0.83916,0.09145,53.618,44.045,62.834,53.844,25.88,62.355,22.126,38.291,34.636,44.513,47.607,40.912,17.951,20.0,1
0.22648,3717.1,4583.5,9.3526,26.693,42.275,2709.8,74.963,120.36,0.32368,79.787,48.352,2639.3,27.051,49.687,3105.0,23.163,65.984,240.32,342.92,94.396,77.111,32.219,8.7212,26.376,6.8964,18.249,1.6785,33.426,13.74,23.572,1.3388,18.25,2.2737,4.8302,2.2252,0.011231,0.80427,0.088077,53.626,42.812,63.7,54.412,22.06,61.868,22.802,38.391,33.249,45.809,50.258,41.957,17.575,17.0,1
0.23154,3688.4,4727.4,8.699,26.89,42.036,2750.3,79.431,120.39,0.27291,78.263,51.514,2678.9,24.896,49.73,3146.8,23.285,59.845,98.094,338.68,95.265,75.776,31.183,8.9097,28.182,6.9275,18.776,1.6012,31.67,13.611,26.613,1.2663,17.484,2.1321,4.5176,2.0755,0.011278,0.88899,0.11476,53.76,44.582,63.413,56.977,22.772,70.517,23.14,32.9,42.555,45.909,16.586,40.452,17.785,7.0,1
0.30948,3752.3,4635.5,9.5039,27.09,42.861,2699.8,74.805,120.43,0.68843,81.439,50.756,2627.7,25.082,49.553,3104.1,22.922,62.05,109.11,340.45,94.479,79.159,31.725,8.8842,27.183,6.8296,19.262,0.99496,32.45,13.849,24.397,1.3213,18.749,1.3922,5.0518,2.4121,0.027597,0.85888,0.06942,54.598,44.052,63.978,55.535,30.415,64.321,21.185,81.829,40.325,45.499,19.933,41.651,16.907,2.0,1
0.56069,3586.0,4077.5,9.9832,26.843,43.225,2644.2,69.392,120.43,0.37674,81.276,52.329,2569.4,25.299,49.913,3060.2,23.148,66.827,301.42,329.91,94.301,75.635,31.952,9.2437,23.904,6.8798,21.303,1.7003,31.623,14.442,19.618,1.2648,23.14,2.3761,5.2145,2.4102,0.034184,1.3156,0.10589,54.825,41.935,62.327,48.729,55.249,64.526,17.691,46.225,44.952,46.333,67.517,41.43,20.261,18.0,1
0.25729,3657.8,4631.7,8.8529,27.014,42.044,2716.8,76.816,120.39,0.32499,79.205,48.316,2643.3,27.178,48.713,3118.0,22.775,62.599,174.98,333.22,95.012,76.41,30.924,8.9031,27.465,6.8431,18.691,1.6351,31.518,13.678,25.957,1.3861,18.228,2.2135,4.337,2.0203,0.022382,0.81283,0.10788,52.795,43.899,62.606,54.793,25.521,58.574,21.138,39.309,33.145,43.556,32.718,39.779,18.433,12.0,1
0.23761,3702.5,4510.4,9.2525,26.917,42.461,2699.2,75.919,120.72,0.34921,79.903,49.477,2628.1,24.173,48.542,3094.8,23.048,65.534,224.56,341.04,95.673,77.23,32.351,8.7265,26.255,7.0819,18.709,1.6719,32.878,13.901,23.839,1.2604,19.031,2.2655,4.8328,2.3885,0.015618,0.84046,0.10058,53.186,44.064,62.784,54.424,22.977,61.482,22.337,41.681,36.561,43.159,46.131,50.108,17.912,14.0,1
0.25674,3684.5,4561.7,9.4025,27.107,42.12,2711.2,75.05,120.4,0.3434,79.791,49.933,2639.6,24.114,50.976,3108.3,23.826,65.556,230.18,341.85,94.784,77.074,32.096,8.9979,27.031,6.9464,18.41,1.6426,32.61,13.836,24.415,1.316,18.253,2.2333,4.7747,2.2237,0.021936,0.85324,0.10544,53.181,43.033,62.154,54.511,25.474,58.249,22.545,40.634,37.903,48.793,47.43,41.711,16.13,0.0,0
0.23759,3659.0,4556.8,9.3418,27.238,42.367,2699.5,75.581,120.68,0.33386,80.306,50.739,2626.4,25.19,50.632,3096.8,23.929,66.046,234.72,340.4,95.808,77.366,32.485,8.8799,26.663,6.6502,18.938,1.6774,33.016,13.935,24.389,1.379,18.89,2.2807,4.9048,2.2913,0.027321,0.81132,0.11516,54.352,44.292,63.454,54.022,23.112,60.311,21.754,39.082,40.275,47.996,48.717,49.344,15.772,14.0,1
0.23685,3596.3,4474.3,9.2874,26.934,42.603,2698.7,75.549,120.39,0.35014,80.389,49.823,2626.7,23.49,49.204,3098.0,22.361,65.783,226.96,339.56,94.802,77.356,32.289,8.9458,26.67,6.965,19.311,1.652,33.29,13.918,23.786,1.2748,18.748,2.2604,4.8608,2.3348,0.030571,0.8623,0.10047,53.598,43.667,62.112,53.779,23.5,63.324,21.694,41.714,37.579,44.693,47.219,40.071,19.506,0.0,0
0.27474,3655.4,4505.9,9.3087,26.735,42.312,2704.8,75.5,120.4,0.34525,80.088,49.331,2632.7,25.519,49.852,3103.3,23.73,65.349,224.19,338.96,94.92,77.343,31.929,9.1665,26.469,6.7925,19.196,1.6462,32.709,13.884,24.49,1.3915,18.902,2.2194,4.7594,2.3652,0.024366,0.87027,0.10352,53.516,44.546,62.766,53.935,27.427,59.145,21.588,41.748,36.131,46.193,45.732,40.098,16.447,0.0,0
0.25431,3731.8,4520.1,9.3036,26.684,42.485,2700.9,75.071,120.43,0.3328,80.135,47.9,2629.6,26.621,49.559,3099.4,23.267,66.105,239.24,341.55,93.241,77.178,32.404,9.0283,26.39,6.9697,18.615,1.658,33.07,13.811,23.876,1.2764,18.756,2.2454,4.8563,2.2945,0.041295,0.82369,0.089898,54.277,43.281,63.347,53.635,25.302,63.244,21.845,39.905,31.919,45.513,49.126,42.247,17.35,17.0,1
0.27624,3639.2,4493.0,9.2523,27.097,42.606,2708.5,75.21,120.39,0.33643,79.546,49.302,2597.2,24.546,51.307,3104.5,23.814,65.258,223.39,329.58,94.801,76.787,32.158,9.0512,26.331,7.0514,18.607,1.6696,32.942,14.019,24.381,1.1794,17.984,2.2767,4.8076,2.2605,0.025107,0.8214,0.10734,53.008,43.147,62.816,54.46,27.596,60.434,16.695,39.762,36.046,49.558,45.767,40.236,16.341,20.0,1
0.2437,3660.8,4500.6,9.4113,26.472,41.979,2705.8,74.621,120.38,0.32117,80.081,52.81,2634.9,24.592,51.08,3104.6,23.113,64.409,201.85,340.05,94.63,77.128,31.978,8.9119,26.663,7.0369,18.526,1.6464,32.891,13.967,24.416,1.417,18.602,2.2375,4.8236,2.2,0.010487,0.86091,0.076489,53.159,44.385,63.068,54.208,24.28,62.266,21.762,38.268,46.37,49.034,45.021,40.515,17.79,16.0,1
0.28716,3769.1,4526.9,9.2758,26.979,42.358,2716.5,75.282,120.4,0.30863,80.013,50.383,2646.2,24.941,50.914,3116.5,23.517,64.946,214.35,341.38,94.086,77.175,32.167,8.8635,26.881,6.872,18.588,1.6485,32.86,13.655,25.161,1.1142,18.232,2.2462,4.7406,2.2688,0.032442,0.83147,0.087355,53.82,43.428,65.303,54.453,28.315,60.761,22.274,36.894,39.228,48.65,43.259,41.223,16.772,0.0,0
0.29258,3696.7,4426.2,9.3252,26.939,42.459,2692.3,74.679,120.3,0.33918,80.394,49.166,2620.0,24.428,51.511,3091.2,22.799,65.139,207.04,339.01,94.484,77.119,32.284,8.8424,26.48,6.7655,19.057,1.7102,32.732,13.842,23.551,1.3757,18.825,2.2506,4.9654,2.3534,0.016328,0.84633,0.10189,54.657,43.824,63.673,54.399,28.774,58.87,21.616,41.164,35.645,50.031,42.054,40.568,18.474,11.0,1
0.23343,3646.1,4440.8,9.4121,26.888,42.24,2702.1,74.519,120.38,0.34823,80.075,50.036,2629.6,25.657,49.709,3101.3,22.681,65.553,223.98,338.88,94.731,77.005,31.859,8.9098,26.65,6.7433,18.8,1.6113,32.598,13.787,24.186,1.3121,18.563,2.2409,4.969,2.3182,0.00067787,0.84434,0.10201,53.673,43.783,62.72,54.374,23.082,61.556,21.626,41.459,38.206,45.861,45.779,40.705,18.781,0.0,0
0.2147,3722.2,4548.1,9.3197,26.899,42.165,2698.5,75.213,120.4,0.35892,79.962,51.479,2627.3,25.309,49.327,3093.0,23.203,66.613,252.02,343.38,94.651,77.227,32.479,8.842,26.644,6.9702,18.679,1.6523,33.476,13.864,23.559,1.0815,18.285,2.2752,4.8495,2.3433,0.042273,0.8117,0.097629,53.14,43.667,63.095,53.221,21.361,77.313,22.492,42.257,42.452,44.976,53.236,41.163,17.521,7.0,1
0.26281,3627.9,4506.7,9.3849,26.875,42.041,2718.4,74.404,120.4,0.32979,79.837,51.474,2648.4,26.117,47.55,3111.3,23.22,65.806,235.6,344.89,94.519,77.475,32.199,8.8748,26.546,7.0113,18.151,1.6284,33.402,13.688,24.048,1.2942,18.065,2.2585,4.7828,2.2699,0.017434,0.81611,0.099909,53.374,43.957,62.488,53.886,25.696,61.483,23.695,38.497,42.438,40.863,48.737,41.721,17.421,0.0,0
0.23013,3626.2,4467.5,9.31,27.163,42.123,2707.6,74.526,120.41,0.32196,80.437,49.555,2635.5,23.452,49.568,3106.4,22.623,65.651,225.38,340.32,94.649,77.366,31.83,9.0906,26.608,6.9813,19.038,1.6544,32.986,13.943,23.918,1.1366,18.47,2.2225,4.8549,2.2884,0.029437,0.83525,0.095136,52.503,43.444,62.976,53.716,23.062,62.058,21.918,38.078,36.79,45.534,46.712,41.115,18.827,0.0,0
0.26075,3600.5,4527.4,9.2497,26.63,42.495,2699.1,75.943,120.38,0.32762,79.929,50.807,2626.7,24.671,50.011,3096.2,24.269,65.464,223.19,339.43,95.02,76.702,31.209,8.9176,26.144,6.9837,19.377,1.672,32.563,13.831,23.57,1.333,19.028,2.2902,4.8543,2.2967,-0.013274,0.81814,0.089246,53.24,43.647,62.204,53.929,25.473,60.383,21.47,38.883,40.474,46.559,49.878,39.996,15.124,16.0,1
0.28047,3673.0,4485.4,9.2976,27.205,42.771,2702.4,75.196,120.38,0.32363,80.055,49.608,2630.9,26.327,51.854,3099.7,23.495,66.174,243.56,341.67,94.699,77.418,32.304,8.9867,25.725,6.9551,19.071,1.6636,33.404,13.717,23.888,1.0647,19.061,2.2503,4.9202,2.3222,0.01303,0.84828,0.091728,53.429,44.234,62.488,52.916,27.65,62.286,22.32,38.186,36.947,50.825,51.025,40.986,16.873,0.0,0
0.25442,3628.1,4518.4,9.3725,26.928,42.674,2720.1,75.36,120.42,0.35267,79.709,49.556,2649.8,22.671,50.261,3113.1,22.551,65.508,233.59,343.38,94.704,77.544,31.911,8.7418,26.842,6.9767,18.556,1.6131,32.798,13.797,24.394,1.3183,18.292,2.244,4.7613,2.258,0.018845,0.84518,0.089667,53.457,44.629,62.388,54.835,24.59,62.25,23.301,41.835,36.794,47.139,48.308,41.958,19.145,0.0,0
0.58528,3644.5,4189.3,9.1809,27.18,42.23,2623.4,73.78,120.44,0.37676,81.833,51.598,2547.1,26.46,50.812,3042.0,23.397,68.383,298.36,320.19,95.045,77.34,31.076,9.3283,24.917,6.9942,21.186,1.6942,30.979,14.525,20.711,1.3986,22.518,2.3289,5.1355,2.3986,0.027638,1.1627,0.12565,52.996,43.516,61.604,50.925,57.661,73.71,16.156,48.294,42.802,48.414,68.271,40.041,17.707,7.0,1
0.27699,3668.3,4514.5,9.4148,26.494,42.041,2717.1,74.772,120.39,0.31925,79.626,50.585,2646.1,25.622,49.918,3112.7,22.495,65.6,235.36,342.92,94.601,77.17,32.757,8.8215,26.642,6.8688,18.755,1.6404,33.179,13.916,24.28,1.1522,18.597,2.2631,4.738,2.3122,0.041561,0.8425,0.12318,54.381,43.995,62.727,53.551,27.303,58.917,22.439,37.742,39.823,46.344,48.524,41.499,19.239,0.0,0
0.25757,3661.1,4533.7,9.3862,27.089,42.311,2697.9,74.939,120.42,0.34549,80.05,51.11,2626.7,26.14,49.794,3096.1,23.414,66.752,253.38,341.24,94.638,77.204,31.873,8.9112,26.444,6.7402,18.838,1.6398,33.413,13.956,23.146,1.3452,18.455,2.2968,4.8178,2.2366,0.015115,0.82301,0.095225,54.173,43.723,63.034,53.931,25.559,61.628,21.985,40.46,41.366,46.058,53.898,42.166,17.046,0.0,0
0.29604,3718.8,4639.5,9.4707,26.989,42.352,2739.6,74.454,120.4,0.43451,80.052,49.591,2666.1,25.354,49.452,3149.4,23.225,66.046,229.76,334.7,94.658,77.535,31.244,9.0585,27.054,6.8616,18.834,1.6668,31.805,13.933,25.324,1.3134,18.489,2.2146,4.9068,2.2464,0.010027,0.75047,0.077272,54.8,43.88,63.194,54.162,29.15,61.096,20.546,52.088,36.897,45.265,47.04,41.143,17.069,8.0,1
0.27345,3643.0,4483.4,9.4338,26.668,42.482,2703.9,75.967,120.38,0.3277,79.776,47.809,2632.2,24.922,49.207,3105.2,22.187,65.377,224.99,338.37,94.882,76.85,31.809,8.823,26.43,6.9775,18.633,1.6588,32.386,13.86,24.22,1.3206,18.916,2.2763,4.8223,2.2285,0.02387,0.83992,0.098003,54.089,44.337,63.385,53.671,26.828,61.443,21.629,38.713,31.652,44.698,46.072,40.803,20.078,0.0,0
0.16744,3630.5,4443.1,9.2748,27.011,41.615,2667.0,75.884,120.42,0.36745,83.015,49.346,2597.6,25.616,49.585,3058.9,22.546,72.684,337.18,345.98,94.486,66.821,33.505,9.0107,24.899,6.8353,18.047,1.7337,34.553,14.012,21.56,1.2662,18.333,2.3681,5.3805,2.5836,0.021153,0.61769,0.099714,53.27,43.517,63.801,53.533,16.526,60.939,22.594,43.972,36.176,45.574,85.964,42.104,22.851,18.0,1
0.24815,3661.0,4456.0,9.3269,26.841,42.265,2702.8,75.545,120.42,0.32692,80.173,49.464,2631.6,27.195,48.065,3101.1,22.214,65.619,228.99,341.5,94.623,77.356,31.789,8.8842,26.457,6.9759,18.249,1.6346,33.046,13.766,23.78,1.0739,18.92,2.2561,4.8891,2.3611,0.020567,0.84833,0.10591,53.717,44.147,63.74,53.481,24.746,62.73,22.042,38.526,36.522,42.056,47.048,40.842,19.875,0.0,0
0.25116,3659.7,4483.5,9.2549,26.843,42.157,2705.0,75.021,120.4,0.32478,80.163,49.583,2633.4,24.449,49.233,3103.3,22.428,64.981,212.07,339.51,94.738,76.985,32.036,8.6761,26.366,7.0419,18.821,1.6358,32.878,13.691,24.425,1.1892,18.946,2.2741,4.7448,2.195,0.013252,0.85774,0.091196,53.787,44.194,63.329,53.939,24.626,60.859,21.749,38.383,36.872,44.759,43.134,41.182,19.411,0.0,0
0.20941,3679.6,4530.9,9.2279,26.78,42.435,2705.0,75.153,120.38,0.33396,79.919,48.331,2632.9,26.195,50.008,3102.2,22.392,65.886,236.11,340.92,94.592,77.134,32.13,9.0135,26.455,6.8905,19.098,1.6546,33.078,13.92,24.121,1.0899,18.533,2.23,4.7786,2.2687,0.021081,0.84925,0.1096,53.384,44.523,64.024,54.01,20.959,59.374,22.008,40.934,33.188,46.552,48.499,40.641,19.519,15.0,1
0.23852,3661.1,4506.0,9.2828,27.207,42.571,2708.6,74.294,120.42,0.34512,79.909,51.478,2636.7,25.935,50.515,3105.8,23.311,65.536,223.11,341.61,94.626,77.123,32.074,8.9499,26.418,6.8007,18.621,1.6508,32.889,13.738,23.988,1.2232,18.462,2.2443,4.8252,2.324,0.018691,0.83205,0.11872,54.735,43.968,63.088,53.832,24.181,63.51,22.236,40.369,42.449,47.727,46.078,41.41,17.282,15.0,1
0.25239,3662.2,4522.9,9.3683,27.024,42.707,2686.7,74.877,120.6,0.34438,80.598,51.984,2613.1,25.433,50.209,3088.9,23.318,66.172,235.55,337.84,94.656,77.349,32.563,8.9801,26.328,6.7832,18.743,1.6804,32.864,13.83,23.712,1.4758,18.662,2.3274,5.0114,2.3702,0.037594,0.84925,0.11045,53.812,44.255,63.302,53.44,25.153,60.714,20.782,41.204,43.939,47.018,48.438,47.523,17.232,11.0,1
0.21282,3666.8,4483.2,9.3413,26.642,42.689,2710.5,75.512,120.42,0.33154,80.19,49.424,2640.1,25.456,50.185,3107.3,22.617,65.847,235.21,342.53,94.426,77.393,32.049,8.8494,26.456,7.0525,18.131,1.6194,33.485,13.792,24.514,1.2157,18.488,2.2357,4.7784,2.3062,0.0075996,0.84061,0.11395,53.296,44.479,63.204,54.099,21.014,60.139,22.549,39.011,36.405,46.962,47.859,41.661,18.835,0.0,0
0.19006,3665.9,4549.6,9.2986,26.747,42.527,2719.7,75.192,120.4,0.3137,79.679,50.542,2649.2,25.266,47.86,3115.8,23.399,65.385,225.22,342.74,94.488,76.887,31.743,8.7006,27.217,6.7736,18.63,1.6625,32.874,13.808,24.227,1.307,18.091,2.2119,4.7478,2.3348,0.024212,0.84061,0.10581,53.66,43.166,63.652,54.301,19.18,61.196,22.815,37.91,39.696,41.582,45.662,41.698,17.069,0.0,0
0.29216,3627.0,4452.5,9.2299,26.768,42.04,2690.9,74.422,120.43,0.35371,80.583,51.077,2618.4,26.426,50.082,3089.5,22.637,66.176,238.56,339.81,94.667,77.377,31.904,8.9566,26.214,6.9349,19.427,1.6904,33.627,14.087,23.296,1.3483,19.072,2.2827,4.9373,2.2579,0.021791,0.85859,0.10936,53.522,43.499,62.895,53.749,28.194,61.968,21.691,42.172,41.27,46.724,49.361,41.547,18.872,0.0,0
0.22216,3646.1,4552.3,9.2702,27.17,42.624,2699.5,75.188,120.38,0.3546,80.196,49.452,2627.4,25.935,49.941,3097.4,24.018,65.427,221.83,339.63,94.873,77.621,31.862,8.797,25.939,6.8453,19.132,1.6803,32.655,13.887,23.831,1.3065,18.691,2.2671,4.8964,2.2753,0.014568,0.82709,0.095153,54.582,43.877,61.951,53.301,21.968,61.177,21.859,42.018,36.487,46.397,44.651,40.372,15.547,0.0,0
0.25465,3627.9,4575.6,9.2296,26.979,42.262,2701.5,75.6,120.42,0.31938,79.906,51.239,2630.1,25.319,51.106,3100.5,23.748,65.502,226.2,341.2,94.692,77.044,32.227,8.7808,25.744,6.76,19.138,1.6462,32.617,13.889,24.005,1.0491,19.302,2.2512,4.9541,2.2702,0.010836,0.84782,0.1119,54.408,43.636,63.538,54.072,25.403,60.802,22.036,38.43,41.745,49.093,46.303,41.572,16.281,0.0,0
0.20794,3687.6,4471.9,9.4082,26.954,42.172,2707.0,74.672,120.4,0.34741,80.131,49.518,2636.2,23.907,48.751,3102.3,23.328,66.352,248.57,344.33,94.36,77.617,32.477,8.662,26.012,6.6857,18.32,1.644,33.524,13.596,23.534,1.2268,18.145,2.2377,4.8207,2.2621,0.01747,0.79965,0.075403,53.372,43.958,63.588,54.576,20.097,63.874,22.704,41.374,36.68,43.644,51.631,41.594,17.101,0.0,0
0.76894,3691.5,4521.6,8.7776,26.833,42.348,2700.0,75.94,120.43,0.32499,80.12,50.525,2628.9,25.356,50.467,3098.3,21.368,68.123,275.22,340.11,94.515,76.979,31.868,9.1214,26.259,6.9473,18.828,1.6766,33.126,13.897,23.789,1.2763,18.791,2.3416,4.8864,2.3783,-0.003874,0.82706,0.11333,53.397,44.431,63.888,53.778,75.503,57.701,22.274,39.192,39.646,47.615,60.863,41.735,21.829,1.0,1
0.23705,3691.8,4531.1,9.3884,27.104,42.496,2711.5,75.364,120.41,0.32599,79.966,48.229,2640.6,24.217,48.871,3107.9,21.456,65.95,233.83,342.22,94.476,77.188,32.233,9.0319,26.54,6.8975,19.216,1.6318,33.254,13.651,24.102,1.1392,18.194,2.2481,4.8444,2.2347,0.014805,0.81087,0.11138,53.706,44.167,63.757,53.967,23.648,59.807,22.806,38.654,32.887,43.922,48.333,41.658,21.632,0.0,0
0.25795,3616.3,4478.4,9.1968,27.129,42.43,2707.7,75.128,120.35,0.32377,79.766,47.767,2635.0,25.408,48.666,3105.9,22.846,65.739,232.96,340.15,94.877,76.831,32.238,9.0464,26.204,6.8251,19.036,1.6422,33.064,13.884,24.007,1.3137,18.811,2.2502,4.7582,2.2553,0.011248,0.82408,0.10694,53.818,44.394,63.232,53.706,25.179,60.504,22.913,39.051,31.528,43.447,48.902,39.258,18.475,19.0,1
0.32684,3709.1,4683.8,9.6225,26.769,42.471,2693.4,75.453,120.43,0.73977,81.799,49.6,2620.9,25.76,50.098,3096.4,22.799,62.68,121.98,340.68,94.307,79.489,32.401,8.8493,26.789,6.9674,18.649,1.1093,32.807,13.726,24.647,1.282,18.724,1.4703,5.0437,2.2723,0.015694,0.86695,0.056193,53.183,43.94,64.105,55.797,32.342,65.332,21.139,88.673,36.923,46.76,22.706,42.107,17.231,2.0,1
